ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,Price_Model1,DemandScore,Price_Model2,Price_Model3
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,2.0,2,0,05-10-2016,15:30:00,2016-10-05 15:30:00,11.11785095320624,0.711785095320624,11.938574895382779,13.85
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,2.0,2,0,05-10-2016,16:04:00,2016-10-05 16:04:00,11.048526863084922,0.7048526863084923,11.916977581485913,13.63
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,2.0,1,0,05-10-2016,16:30:00,2016-10-05 16:30:00,10.98786828422877,0.3787868284228769,10.901147922346775,12.24
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,2.0,1,0,06-10-2016,07:57:00,2016-10-06 07:57:00,10.50259965337955,0.450259965337955,11.123816228623472,12.3
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,2.0,1,0,06-10-2016,08:30:00,2016-10-06 08:30:00,10.545927209705372,0.45459272097053727,11.137314549809014,12.38
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,2.0,1,0,06-10-2016,08:57:00,2016-10-06 08:57:00,10.606585788561524,0.4606585788561525,11.156212199468774,12.52
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,2.0,2,0,06-10-2016,09:30:00,2016-10-06 09:30:00,10.823223570190642,0.6823223570190642,11.846786311321095,13.49
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,2.0,3,0,06-10-2016,10:03:00,2016-10-06 10:03:00,11.169844020797226,0.9169844020797228,12.577855386730041,14.77
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,2.0,3,0,06-10-2016,10:30:00,2016-10-06 10:30:00,11.386481802426342,0.9386481802426344,12.64534699265775,15.04
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,2.0,3,0,06-10-2016,10:57:00,2016-10-06 10:57:00,11.533795493934143,0.9533795493934144,12.691241284688592,15.1
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,2.0,4,0,06-10-2016,11:30:00,2016-10-06 11:30:00,11.655112651646448,1.1655112651646449,13.352119089932723,16.34
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,2.0,7,0,06-10-2016,12:04:00,2016-10-06 12:04:00,11.724436741767764,1.7724436741767766,15.242963921603426,19.1
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,2.0,7,0,06-10-2016,12:30:00,2016-10-06 12:30:00,11.785095320623917,1.778509532062392,15.261861571263184,19.19
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,2.0,5,0,06-10-2016,12:57:00,2016-10-06 12:57:00,11.7157712305026,1.37157712305026,13.994099245517093,17.3
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,2.0,7,0,06-10-2016,13:30:00,2016-10-06 13:30:00,11.802426343154247,1.6602426343154248,14.893411396182634,18.57
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,2.0,5,0,06-10-2016,13:57:00,2016-10-06 13:57:00,11.733102253032929,1.373310225303293,13.999498573991309,17.08
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,2.0,3,0,06-10-2016,14:30:00,2016-10-06 14:30:00,11.516464471403813,0.9516464471403815,12.685841956214377,15.02
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,2.0,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,11.369150779896014,0.7369150779896014,12.016865158258922,13.9
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,2.0,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,11.32582322357019,0.612582322357019,11.629517333518613,13.27
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,2.0,1,0,06-10-2016,16:04:00,2016-10-06 16:04:00,11.169844020797226,0.3969844020797227,10.95784087132605,12.35
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,2.0,2,0,06-10-2016,16:30:00,2016-10-06 16:30:00,11.11785095320624,0.711785095320624,11.938574895382779,13.6
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,2.0,2,0,07-10-2016,08:03:00,2016-10-07 08:03:00,10.50259965337955,0.650259965337955,11.746898734548084,13.2
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,2.0,2,0,07-10-2016,08:30:00,2016-10-07 08:30:00,10.528596187175044,0.6528596187175044,11.75499772725941,13.28
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,2.0,1,0,07-10-2016,09:04:00,2016-10-07 09:04:00,10.649913344887349,0.46499133448873486,11.169710520654315,12.59
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,2.0,2,0,07-10-2016,09:30:00,2016-10-07 09:30:00,10.892547660311958,0.6892547660311958,11.86838362521796,13.6
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,2.0,2,0,07-10-2016,09:57:00,2016-10-07 09:57:00,11.109185441941074,0.5909185441941074,11.562025727590903,13.11
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,2.0,5,0,07-10-2016,10:30:00,2016-10-07 10:30:00,11.490467937608319,1.469046793760832,14.297757478907041,17.26
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,2.0,3,0,07-10-2016,10:57:00,2016-10-07 10:57:00,11.629116117850954,0.9629116117850954,12.720937591296785,14.95
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,2.0,4,0,07-10-2016,11:30:00,2016-10-07 11:30:00,11.724436741767764,1.0524436741767764,12.99986690027482,15.64
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,2.0,7,0,07-10-2016,12:03:00,2016-10-07 12:03:00,11.819757365684575,1.7819757365684579,15.272660228211617,19.03
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,2.0,7,0,07-10-2016,12:30:00,2016-10-07 12:30:00,11.785095320623917,1.658509532062392,14.888012067708416,18.49
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,2.0,7,0,07-10-2016,13:04:00,2016-10-07 13:04:00,11.733102253032929,1.7733102253032933,15.245663585840534,18.87
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,2.0,7,0,07-10-2016,13:30:00,2016-10-07 13:30:00,11.741767764298093,1.7741767764298095,15.248363250077642,18.92
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,2.0,3,0,07-10-2016,14:03:00,2016-10-07 14:03:00,11.672443674176776,0.8472443674176777,12.36058640892756,14.59
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,2.0,4,0,07-10-2016,14:30:00,2016-10-07 14:30:00,11.568457538994801,1.1568457538994803,13.32512244756164,15.88
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,2.0,2,0,07-10-2016,15:04:00,2016-10-07 15:04:00,11.490467937608319,0.8690467937608319,12.428509961133205,14.36
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,2.0,2,0,07-10-2016,15:30:00,2016-10-07 15:30:00,11.377816291161178,0.7377816291161179,12.01956482249603,13.82
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,2.0,2,0,07-10-2016,15:57:00,2016-10-07 15:57:00,11.369150779896014,0.7369150779896014,12.016865158258922,13.87
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,2.0,2,0,07-10-2016,16:30:00,2016-10-07 16:30:00,11.143847487001732,0.7143847487001733,11.946673888094104,13.65
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,2.0,1,0,08-10-2016,07:57:00,2016-10-08 07:57:00,10.50259965337955,0.450259965337955,11.123816228623472,12.36
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,2.0,2,0,08-10-2016,08:30:00,2016-10-08 08:30:00,10.528596187175044,0.6528596187175044,11.75499772725941,13.12
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,2.0,1,0,08-10-2016,08:57:00,2016-10-08 08:57:00,10.649913344887349,0.5849913344887349,11.543560024209082,13.03
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,2.0,2,0,08-10-2016,09:30:00,2016-10-08 09:30:00,10.901213171577123,0.6901213171577123,11.87108328945507,13.47
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,2.0,3,0,08-10-2016,10:04:00,2016-10-08 10:04:00,11.369150779896014,0.9369150779896015,12.639947664183534,14.59
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,2.0,3,0,08-10-2016,10:30:00,2016-10-08 10:30:00,11.655112651646448,1.0855112651646448,13.102886087562878,15.35
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,2.0,4,0,08-10-2016,10:57:00,2016-10-08 10:57:00,11.932409012131716,1.3132409012131716,13.812357849074957,16.49
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,2.0,4,0,08-10-2016,11:30:00,2016-10-08 11:30:00,12.20103986135182,1.220103986135182,13.52219793687055,16.09
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,2.0,7,0,08-10-2016,12:04:00,2016-10-08 12:04:00,12.651646447140381,1.8651646447140382,15.53182799497402,19.33
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,2.0,8,0,08-10-2016,12:30:00,2016-10-08 12:30:00,12.772963604852686,2.077296360485269,16.19270580021815,20.04
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,2.0,7,0,08-10-2016,13:04:00,2016-10-08 13:04:00,13.015597920277298,1.9015597920277298,15.645213892932572,19.38
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,2.0,7,0,08-10-2016,13:30:00,2016-10-08 13:30:00,13.093587521663778,1.9093587521663782,15.66951087106655,19.34
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,2.0,4,0,08-10-2016,14:03:00,2016-10-08 14:03:00,13.422876949740035,1.2222876949740036,13.529001090748062,16.03
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,2.0,4,0,08-10-2016,14:30:00,2016-10-08 14:30:00,13.466204506065857,1.346620450606586,13.916348915488372,16.7
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,2.0,4,0,08-10-2016,14:57:00,2016-10-08 14:57:00,13.422876949740035,1.3422876949740035,13.90285059430283,16.62
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,2.0,3,0,08-10-2016,15:30:00,2016-10-08 15:30:00,13.518197573656845,1.1518197573656845,13.30946439498641,15.67
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,2.0,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,13.30155979202773,0.930155979202773,12.618890283134089,14.64
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,2.0,2,0,08-10-2016,16:30:00,2016-10-08 16:30:00,13.162911611785095,1.0362911611785095,12.949545158895122,15.16
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,2.0,2,1,09-10-2016,08:04:00,2016-10-09 08:04:00,10.363951473136915,0.9363951473136916,12.63832786564127,14.67
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,2.0,2,1,09-10-2016,08:30:00,2016-10-09 08:30:00,10.363951473136915,0.8163951473136914,12.264478362086502,14.12
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,2.0,2,1,09-10-2016,09:04:00,2016-10-09 09:04:00,10.372616984402079,0.937261698440208,12.641027529878377,14.84
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,2.0,2,1,09-10-2016,09:30:00,2016-10-09 09:30:00,10.372616984402079,0.937261698440208,12.641027529878377,14.72
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,2.0,3,1,09-10-2016,09:57:00,2016-10-09 09:57:00,10.433275563258233,1.1433275563258234,13.28300768546275,15.67
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,2.0,5,1,09-10-2016,10:30:00,2016-10-09 10:30:00,10.554592720970538,1.5554592720970537,14.566967996631488,17.73
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,2.0,6,1,09-10-2016,11:04:00,2016-10-09 11:04:00,10.866551126516464,1.9066551126516467,15.66108791864677,19.51
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,2.0,6,1,09-10-2016,11:30:00,2016-10-09 11:30:00,11.091854419410746,1.8091854419410747,15.35742968525682,19.03
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,2.0,6,1,09-10-2016,11:57:00,2016-10-09 11:57:00,11.282495667244367,1.8282495667244372,15.416822298473205,19.19
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,2.0,9,1,09-10-2016,12:30:00,2016-10-09 12:30:00,11.47313691507799,2.567313691507799,17.71931193301819,22.91
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,2.0,8,1,09-10-2016,13:04:00,2016-10-09 13:04:00,11.637781629116118,2.263778162911612,16.773673544043874,21.47
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,2.0,9,1,09-10-2016,13:30:00,2016-10-09 13:30:00,11.776429809358753,2.357642980935875,17.06610117420745,21.98
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,2.0,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,11.802426343154247,2.0802426343154248,16.20188465862432,20.38
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,2.0,5,1,09-10-2016,14:30:00,2016-10-09 14:30:00,11.811091854419411,1.681109185441941,14.958419311012204,18.53
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,2.0,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,11.655112651646448,1.265511265164645,13.663660342895028,16.4
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,2.0,3,1,09-10-2016,15:30:00,2016-10-09 15:30:00,11.559792027729635,1.2559792027729637,13.633964036286836,16.31
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,2.0,3,1,09-10-2016,16:03:00,2016-10-09 16:03:00,11.34315424610052,1.3543154246100522,13.940321933913893,16.77
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,2.0,2,1,09-10-2016,16:30:00,2016-10-09 16:30:00,11.152512998266898,1.0152512998266898,12.883997311218131,15.28
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,2.0,1,0,10-10-2016,08:04:00,2016-10-10 08:04:00,10.467937608318891,0.32679376083188905,10.739168068120271,11.87
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,2.0,1,0,10-10-2016,08:30:00,2016-10-10 08:30:00,10.48526863084922,0.5685268630849221,11.492266403704024,12.9
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,2.0,1,0,10-10-2016,09:04:00,2016-10-10 09:04:00,10.563258232235702,0.45632582322357024,11.142713878283232,12.54
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,2.0,2,0,10-10-2016,09:30:00,2016-10-10 09:30:00,10.632582322357019,0.5432582322357019,11.413544194549942,12.96
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,2.0,2,0,10-10-2016,10:03:00,2016-10-10 10:03:00,10.797227036395148,0.6797227036395148,11.83868731860977,13.61
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,2.0,4,0,10-10-2016,10:30:00,2016-10-10 10:30:00,10.979202772963605,1.0979202772963608,13.141545279438269,15.73
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,2.0,3,0,10-10-2016,10:57:00,2016-10-10 10:57:00,11.247833622183709,0.9247833622183711,12.602152364864017,14.85
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,2.0,4,0,10-10-2016,11:30:00,2016-10-10 11:30:00,11.291161178509531,1.1291161178509532,13.23873319197417,15.85
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,2.0,4,0,10-10-2016,11:57:00,2016-10-10 11:57:00,11.377816291161178,1.1377816291161178,13.265729834345255,16.09
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,2.0,6,0,10-10-2016,12:30:00,2016-10-10 12:30:00,11.481802426343155,1.5481802426343156,14.54429081703978,18.08
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,2.0,5,0,10-10-2016,13:04:00,2016-10-10 13:04:00,11.525129982668977,1.4725129982668979,14.308556135855476,17.53
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,2.0,6,0,10-10-2016,13:30:00,2016-10-10 13:30:00,11.490467937608319,1.5490467937608323,14.546990481276888,18.03
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,2.0,5,0,10-10-2016,14:03:00,2016-10-10 14:03:00,11.395147313691508,1.339514731369151,13.894211668744083,16.8
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,2.0,3,0,10-10-2016,14:30:00,2016-10-10 14:30:00,11.334488734835356,0.9334488734835357,12.6291490072351,14.95
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,2.0,4,0,10-10-2016,14:57:00,2016-10-10 14:57:00,11.187175043327557,1.1187175043327557,13.20633722112887,15.75
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,2.0,1,0,10-10-2016,15:30:00,2016-10-10 15:30:00,11.11785095320624,0.3917850953206239,10.9416428859034,12.24
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,2.0,3,0,10-10-2016,15:57:00,2016-10-10 15:57:00,11.126516464471404,0.9126516464471405,12.564357065544499,14.58
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,2.0,2,0,10-10-2016,16:30:00,2016-10-10 16:30:00,10.98786828422877,0.818786828422877,12.27192943538092,14.16
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,2.0,1,0,11-10-2016,08:04:00,2016-10-11 08:04:00,10.48526863084922,0.32852686308492196,10.744567396594489,11.91
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,2.0,1,0,11-10-2016,08:30:00,2016-10-11 08:30:00,10.554592720970538,0.4554592720970537,11.140014214046122,12.5
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,2.0,1,0,11-10-2016,08:57:00,2016-10-11 08:57:00,10.641247833622185,0.5841247833622184,11.540860359971974,13.06
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,2.0,2,0,11-10-2016,09:30:00,2016-10-11 09:30:00,10.805892547660312,0.5605892547660312,11.46753747929211,13.16
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,2.0,2,0,11-10-2016,09:57:00,2016-10-11 09:57:00,11.11785095320624,0.591785095320624,11.564725391828013,13.2
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,2.0,3,0,11-10-2016,10:30:00,2016-10-11 10:30:00,11.447140381282496,0.9447140381282496,12.66424464231751,15.04
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,2.0,3,0,11-10-2016,10:57:00,2016-10-11 10:57:00,11.733102253032929,0.9733102253032929,12.753333562142085,15.16
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,2.0,5,0,11-10-2016,11:30:00,2016-10-11 11:30:00,11.897746967071058,1.3897746967071058,14.050792194496369,17.11
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,2.0,7,0,11-10-2016,12:03:00,2016-10-11 12:03:00,11.949740034662046,1.7949740034662045,15.313155191768242,19.08
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,2.0,8,0,11-10-2016,12:30:00,2016-10-11 12:30:00,11.915077989601386,1.9915077989601389,15.925439040744422,20.0
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,2.0,6,0,11-10-2016,13:04:00,2016-10-11 13:04:00,11.880415944540728,1.5880415944540731,14.668475371946764,18.3
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,2.0,6,0,11-10-2016,13:31:00,2016-10-11 13:31:00,11.880415944540728,1.5880415944540731,14.668475371946764,18.28
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,2.0,4,0,11-10-2016,14:04:00,2016-10-11 14:04:00,11.802426343154247,1.0602426343154248,13.024163878408798,15.51
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,2.0,3,0,11-10-2016,14:30:00,2016-10-11 14:30:00,11.655112651646448,0.9655112651646448,12.72903658400811,15.17
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,2.0,2,0,11-10-2016,15:03:00,2016-10-11 15:03:00,11.447140381282496,0.6247140381282495,11.66731263283813,13.45
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,2.0,2,0,11-10-2016,15:33:00,2016-10-11 15:33:00,11.377816291161178,0.7377816291161179,12.01956482249603,13.95
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,2.0,1,0,11-10-2016,16:01:00,2016-10-11 16:01:00,11.299826689774697,0.40998266897746966,10.998335834882676,12.38
143,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,2.0,2,0,11-10-2016,16:26:00,2016-10-11 16:26:00,11.10051993067591,0.710051993067591,11.933175566908563,13.65
144,BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,2.0,1,0,12-10-2016,08:04:00,2016-10-12 08:04:00,10.441941074523397,0.3241941074523397,10.731069075408946,11.81
145,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,2.0,2,0,12-10-2016,08:31:00,2016-10-12 08:31:00,10.493934142114385,0.6493934142114386,11.744199070310977,13.36
